true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,eccentricity_ratio,aspect_ratio,theta
0.7,1.275,1.18,0.38,4.167,7.521,0.925,1.028,-1.099
0.7,1.313,1.137,0.501,4.056,7.451,1.155,0.857,0.031
0.7,1.337,1.194,0.45,4.525,7.778,1.12,0.965,-0.109
0.7,1.235,0.921,0.666,2.995,6.639,0.746,1.024,-3.974
0.7,1.261,1.193,0.323,4.076,7.588,1.056,1.045,-0.384
0.7,1.326,1.205,0.418,4.707,7.936,1.101,0.955,0.411
0.7,1.264,1.138,0.436,4.028,7.373,1.111,0.91,-0.249
0.7,1.312,1.238,0.33,4.371,7.773,0.944,1.046,-0.552
0.7,1.292,1.131,0.483,3.701,7.186,0.876,1.068,-0.733
0.7,1.307,1.222,0.355,4.639,7.856,1.07,0.894,0.127
0.7,1.337,1.244,0.368,4.256,7.699,1.075,0.95,0.899
0.7,1.412,1.166,0.564,4.036,7.578,1.211,1.003,-2.875
0.7,1.258,1.179,0.349,4.048,7.425,0.937,0.987,0.061
0.7,1.248,1.146,0.396,3.947,7.4,0.918,0.978,-2.262
0.7,1.283,1.187,0.379,4.313,7.584,0.925,1.02,4.11
0.7,1.349,1.177,0.488,4.372,7.703,1.146,0.947,-0.065
0.7,1.275,1.163,0.41,3.895,7.36,0.912,1.097,-0.64
0.7,1.265,1.181,0.358,4.172,7.527,0.934,1.067,0.574
0.7,1.268,1.216,0.282,4.197,7.558,1.042,0.985,0.329
0.7,1.278,1.191,0.364,4.304,7.591,1.074,0.964,0.092
0.7,1.334,1.211,0.419,4.459,7.747,1.101,0.962,0.208
0.7,1.317,1.184,0.437,4.332,7.723,1.112,0.839,-0.332
0.7,1.358,1.135,0.549,4.336,7.642,1.196,0.917,-0.531
0.7,1.293,1.185,0.4,4.362,7.615,1.091,0.965,-0.507
0.7,1.352,1.247,0.386,4.681,7.931,0.922,1.026,0.226
0.7,1.277,1.156,0.425,4.051,7.422,0.905,1.108,0.507
0.7,1.319,1.206,0.405,4.328,7.658,1.094,0.924,-3.913
0.7,1.228,1.14,0.372,3.898,7.249,1.077,0.958,-0.693
0.8,1.324,1.257,0.313,4.717,7.915,0.95,1.048,-0.67
0.8,1.317,1.241,0.336,4.52,7.802,0.942,1.08,0.11
0.8,1.378,1.147,0.554,4.405,7.722,1.201,0.857,0.051
0.8,1.304,1.212,0.368,4.456,7.737,0.93,1.053,-0.544
0.8,1.264,1.063,0.542,3.658,7.069,0.84,1.041,-0.634
0.8,1.314,1.227,0.357,4.737,7.933,0.934,0.983,-2.438
0.8,1.16,1.078,0.37,3.457,6.864,1.076,0.928,0.51
0.8,1.342,1.181,0.474,4.282,7.664,1.136,0.933,-0.286
0.8,1.325,1.276,0.27,5.036,8.087,1.039,0.996,4.213
0.8,1.339,1.16,0.5,4.213,7.623,0.866,1.125,0.337
0.8,1.348,1.096,0.582,3.554,7.211,1.23,0.886,-0.265
0.8,1.278,1.137,0.456,4.02,7.442,0.89,0.993,0.446
0.8,1.302,1.208,0.374,4.521,7.736,1.078,1.021,0.04
0.8,1.33,1.217,0.403,4.597,7.844,1.093,0.922,-0.211
0.8,1.26,0.969,0.639,3.091,6.673,1.301,0.973,4.078
0.8,1.306,1.188,0.414,4.446,7.75,0.91,1.057,-0.472
0.8,1.326,1.097,0.562,4.137,7.46,0.827,1.194,-0.268
0.8,1.343,1.222,0.415,4.69,7.912,0.91,1.056,0.296
0.8,1.3,1.15,0.467,3.841,7.414,1.131,0.911,-0.587
0.8,1.321,1.153,0.488,4.062,7.531,1.146,0.789,0.112
0.8,1.312,1.256,0.29,4.87,7.964,0.957,1.041,0.305
0.8,1.313,1.264,0.271,4.525,7.853,1.039,0.946,0.597
0.8,1.313,1.164,0.464,4.181,7.573,0.886,1.073,-0.367
0.8,1.354,1.235,0.411,4.807,7.966,1.097,1.028,2.149
0.8,1.267,1.117,0.473,4.021,7.311,1.135,1.033,-2.272
0.8,1.293,1.215,0.342,4.113,7.539,1.064,0.891,-0.243
0.8,1.282,1.253,0.214,4.681,7.876,0.977,1.023,0.219
0.8,1.269,1.208,0.306,4.132,7.546,0.952,1.018,-0.962
0.8,1.285,1.245,0.247,4.716,7.898,0.969,0.93,-0.422
0.8,1.344,1.079,0.596,3.979,7.444,1.245,0.774,0.005
0.8,1.387,1.135,0.575,4.146,7.616,1.222,1.041,-5.452
0.8,1.351,1.196,0.465,4.543,7.802,0.886,1.085,-0.689
0.8,1.32,1.251,0.318,4.66,7.909,1.055,0.934,0.473
0.8,1.235,1.213,0.19,4.205,7.577,0.982,1.037,0.107
0.8,1.326,1.116,0.54,4.048,7.506,0.842,1.241,0.184
0.8,1.365,1.082,0.61,4.225,7.559,1.262,0.793,-0.099
0.8,1.29,1.135,0.475,3.952,7.449,1.136,0.93,0.493
0.8,1.268,1.155,0.413,4.126,7.447,1.098,0.99,-10.199
0.8,1.256,1.186,0.328,3.991,7.424,0.945,1.067,0.162
0.8,1.327,1.085,0.576,3.836,7.284,1.223,1.042,-2.274
0.8,1.269,1.029,0.585,3.728,7.119,0.811,1.219,-0.028
0.8,1.377,1.152,0.548,3.998,7.499,0.837,1.105,0.261
0.8,1.308,1.218,0.364,4.585,7.801,1.074,0.97,-0.115
0.8,1.296,1.192,0.393,4.236,7.603,0.919,1.04,-0.605
0.8,1.255,1.007,0.597,3.502,6.959,1.246,0.817,-0.456
0.8,1.282,1.054,0.57,3.899,7.28,0.822,1.217,-0.148
0.8,1.29,1.1,0.522,3.771,7.277,1.173,0.887,0.688
0.8,1.391,1.233,0.463,4.566,7.911,1.128,1.008,-0.749
0.8,1.33,1.285,0.258,4.64,7.943,1.035,1.032,-0.173
0.8,1.327,1.288,0.242,4.575,7.911,0.97,1.065,0.398
0.9,1.367,1.021,0.665,3.632,7.184,0.747,1.288,0.011
0.9,1.417,1.126,0.607,4.115,7.69,1.258,0.815,-0.021
0.9,1.298,1.179,0.418,4.271,7.588,0.909,0.977,-2.138
0.9,1.309,1.163,0.458,4.336,7.614,0.889,1.066,0.198
0.9,1.325,1.143,0.505,3.983,7.471,1.159,0.884,0.296
0.9,1.356,1.089,0.596,4.239,7.567,0.803,1.029,3.763
0.9,1.356,0.992,0.681,3.888,7.267,1.366,0.77,0.048
0.9,1.318,1.097,0.555,4.076,7.47,1.202,0.838,-0.137
0.9,1.375,1.175,0.52,4.374,7.793,0.854,1.082,-0.646
0.9,1.348,1.148,0.524,4.295,7.706,1.174,0.906,-0.411
0.9,1.251,1.126,0.436,4.174,7.444,1.111,0.937,0.215
0.9,1.333,1.209,0.42,4.399,7.76,0.907,1.044,0.186
0.9,1.31,1.095,0.549,3.94,7.457,0.836,1.162,-0.19
0.9,1.305,1.212,0.372,4.507,7.748,0.928,1.027,0.42
0.9,1.301,1.189,0.406,4.231,7.593,0.914,1.093,0.219
0.9,1.378,1.099,0.603,4.234,7.631,1.254,0.802,-0.15
0.9,1.278,1.172,0.398,4.306,7.606,1.09,0.95,0.643
0.9,1.311,1.148,0.483,4.309,7.614,1.142,1.047,-0.926
0.9,1.298,1.259,0.244,4.371,7.745,0.97,1.002,3.831
0.9,1.308,1.156,0.467,4.274,7.592,1.131,0.922,-0.438
0.9,1.297,1.192,0.395,4.398,7.646,0.919,1.022,0.431
0.9,1.314,1.255,0.296,4.366,7.726,1.047,1.008,-0.767
0.9,1.237,1.164,0.338,3.981,7.358,0.941,1.123,0.065
0.9,1.358,1.185,0.489,4.566,7.82,0.872,1.041,0.419
0.9,1.287,1.235,0.281,4.431,7.762,1.042,0.988,0.574
0.9,1.239,1.17,0.329,4.129,7.44,0.944,1.077,-0.402
0.9,1.314,1.159,0.472,4.335,7.648,0.882,1.206,0.104
0.9,1.408,1.141,0.587,4.417,7.789,0.81,1.08,0.042
0.9,1.305,1.226,0.343,4.532,7.783,1.065,0.943,-0.004
0.9,1.264,1.163,0.392,3.822,7.32,1.087,0.968,0.5
0.9,1.31,1.259,0.277,4.701,7.909,0.961,0.992,0.131
0.9,1.338,1.134,0.53,3.843,7.367,0.848,1.16,-0.149
0.9,1.323,1.066,0.593,4.039,7.387,0.805,1.24,0.005
0.9,1.364,1.126,0.565,4.045,7.503,1.212,0.988,3.879
0.9,1.246,1.177,0.327,4.197,7.596,1.058,0.906,-0.506
0.9,1.321,1.051,0.607,3.908,7.308,1.258,0.865,-0.465
0.9,1.364,1.131,0.559,4.439,7.733,1.206,0.896,0.514
0.9,1.311,1.201,0.4,4.437,7.701,0.916,1.06,-0.825
0.9,1.27,1.164,0.4,4.081,7.507,1.091,0.849,-0.551
0.9,1.317,1.163,0.469,4.084,7.495,0.883,1.124,0.307
0.9,1.313,1.238,0.332,4.561,7.813,0.943,1.062,-0.107
0.9,1.334,1.169,0.482,4.407,7.703,1.142,0.859,-0.28
0.9,1.329,1.166,0.479,4.419,7.685,1.139,1.028,-2.269
0.9,1.294,1.23,0.31,4.549,7.822,1.052,1.063,0.516
0.9,1.429,1.146,0.597,3.928,7.563,0.802,1.076,-0.15
0.9,1.246,1.085,0.491,3.697,7.108,0.871,1.16,-0.433
0.9,1.314,1.152,0.481,3.975,7.479,0.877,1.086,-0.528
0.9,1.297,1.218,0.344,4.423,7.734,0.939,1.015,-1.237
0.9,1.277,1.248,0.214,4.492,7.759,1.024,0.949,0.254
0.9,1.365,1.063,0.627,3.991,7.394,0.779,1.065,-0.541
1.0,1.31,1.224,0.355,4.42,7.725,1.07,0.932,-0.296
1.0,1.248,1.229,0.174,4.328,7.633,1.016,0.922,0.292
1.0,1.311,1.211,0.382,4.443,7.761,0.924,0.983,-2.462
1.0,1.341,1.086,0.587,3.924,7.399,1.235,0.918,0.406
1.0,1.34,1.213,0.424,4.83,7.936,0.906,1.078,-0.373
1.0,1.318,1.255,0.307,4.5,7.824,0.952,0.99,2.147
1.0,1.346,1.196,0.459,4.045,7.534,1.126,0.956,0.364
1.0,1.289,1.133,0.477,3.994,7.461,1.138,0.918,0.059
1.0,1.289,1.211,0.341,4.26,7.673,1.064,0.951,0.086
1.0,1.278,1.221,0.295,4.418,7.699,1.047,1.009,-2.489
1.0,1.289,1.241,0.27,4.543,7.821,1.038,0.967,-0.079
1.0,1.29,1.08,0.548,3.815,7.242,1.195,0.932,0.551
1.0,1.249,1.196,0.29,4.289,7.52,1.045,0.966,-0.42
1.0,1.298,1.127,0.496,4.057,7.414,1.152,0.981,-0.102
1.0,1.267,0.986,0.628,3.287,6.817,0.778,1.097,0.548
1.0,1.345,1.17,0.493,4.263,7.679,1.149,0.858,-0.17
1.0,1.305,1.189,0.411,4.368,7.707,0.912,1.146,0.266
1.0,1.29,1.134,0.477,3.891,7.336,1.138,0.89,0.593
1.0,1.262,1.25,0.137,4.432,7.714,1.01,1.04,-3.903
1.0,1.265,1.199,0.317,4.341,7.607,0.948,1.016,-0.485
1.0,1.285,1.163,0.426,4.296,7.554,1.105,0.904,-0.179
1.0,1.276,1.212,0.312,4.288,7.603,1.052,0.952,-0.107
1.0,1.391,1.103,0.609,4.198,7.624,1.261,0.783,0.112
1.0,1.276,1.172,0.395,4.125,7.538,0.919,1.112,-0.064
1.0,1.345,1.216,0.427,4.116,7.652,1.106,0.871,0.177
1.0,1.315,1.18,0.441,4.34,7.635,1.114,1.021,-2.18
1.0,1.312,1.24,0.327,4.53,7.84,0.945,1.025,0.067
1.0,1.357,1.013,0.666,3.722,7.289,1.34,0.947,-0.462
1.0,1.328,1.157,0.491,4.481,7.752,1.148,0.989,3.733
1.0,1.295,1.161,0.444,3.976,7.493,1.116,1.02,-0.774
1.0,1.267,1.216,0.283,4.434,7.674,1.043,0.953,-0.214
1.0,1.31,1.26,0.274,4.621,7.87,1.04,0.989,-0.178
1.0,1.301,1.142,0.479,4.196,7.568,1.139,0.84,-0.185
1.0,1.323,1.208,0.408,4.676,7.851,0.913,1.044,-0.523
1.0,1.374,1.132,0.567,4.157,7.575,1.214,0.907,-0.924
1.0,1.305,1.106,0.531,3.934,7.434,1.18,0.886,-0.122
1.0,1.303,1.062,0.579,3.928,7.333,1.227,0.94,-0.673
1.0,1.274,1.252,0.184,4.618,7.803,0.983,1.006,-0.475
1.0,1.258,1.174,0.36,4.116,7.479,1.072,1.015,1.963
1.0,1.341,1.213,0.427,4.659,7.878,1.106,1.033,-5.495
1.0,1.3,1.2,0.385,4.253,7.646,0.923,1.004,3.714
1.0,1.19,1.022,0.513,3.274,6.859,0.858,1.057,-3.712
1.0,1.332,1.246,0.353,4.638,7.906,1.069,0.976,-0.564
1.0,1.339,1.155,0.506,4.293,7.621,0.863,1.111,-0.103
1.0,1.28,1.235,0.262,4.417,7.719,0.965,0.96,-0.591
1.0,1.337,1.205,0.433,4.645,7.863,0.901,1.12,-0.162
1.0,1.306,1.228,0.34,4.535,7.821,1.063,0.927,-0.091
1.0,1.338,1.104,0.565,3.991,7.461,0.825,0.941,-2.129
1.0,1.324,1.197,0.428,4.369,7.722,0.904,1.038,-0.269
1.0,1.282,1.164,0.419,3.919,7.418,0.908,1.13,0.197
1.1,1.305,1.171,0.441,4.328,7.627,1.114,0.999,3.219
1.1,1.307,1.25,0.29,4.716,7.892,0.957,1.066,-0.133
1.1,1.302,1.283,0.168,4.677,7.936,0.986,1.002,3.49
1.1,1.278,1.077,0.538,3.858,7.283,1.187,0.808,-0.011
1.1,1.323,1.235,0.359,4.695,7.893,1.072,0.958,0.379
1.1,1.314,1.22,0.371,4.396,7.781,1.077,1.043,0.419
1.1,1.304,1.279,0.197,4.674,7.904,1.02,1.002,-1.666
1.1,1.323,1.206,0.412,4.509,7.791,0.911,1.135,0.016
1.1,1.314,1.246,0.319,4.751,7.921,0.948,1.024,0.097
1.1,1.309,1.152,0.475,4.318,7.6,0.88,1.2,0.06
1.1,1.209,1.155,0.295,3.804,7.28,0.956,1.006,-3.482
1.1,1.335,1.222,0.402,4.387,7.766,1.092,0.98,0.348
1.1,1.312,1.257,0.287,4.721,7.913,1.044,1.002,-2.981
1.1,1.234,1.197,0.244,3.87,7.352,1.031,0.925,0.035
1.1,1.327,1.256,0.323,4.732,7.942,1.056,0.948,-0.411
1.1,1.304,1.255,0.271,4.385,7.75,1.039,0.995,-0.135
1.1,1.303,1.16,0.456,3.794,7.418,1.123,0.939,-0.075
1.1,1.246,1.208,0.246,4.057,7.51,1.032,1.047,-0.792
1.1,1.334,1.225,0.396,4.538,7.81,1.089,0.919,0.536
1.1,1.319,1.195,0.424,4.337,7.651,0.906,1.084,0.305
1.1,1.301,1.122,0.506,4.126,7.474,0.862,1.116,-0.044
1.1,1.375,1.023,0.668,3.847,7.368,1.344,0.847,-0.465
1.1,1.329,1.218,0.401,4.113,7.588,1.092,0.969,0.13
1.1,1.306,1.111,0.526,4.111,7.449,1.175,0.867,-0.041
1.1,1.282,1.189,0.373,4.252,7.567,1.078,0.966,-0.581
1.1,1.323,1.261,0.301,4.782,8.001,1.049,0.938,0.63
1.1,1.277,1.19,0.362,4.266,7.579,0.932,1.017,3.414
1.1,1.297,1.145,0.471,4.205,7.534,1.133,1.032,-2.215
1.1,1.133,1.048,0.38,3.27,6.647,0.925,1.089,0.465
1.1,1.34,1.248,0.366,4.761,7.942,0.931,1.055,-0.588
1.1,1.298,1.203,0.375,4.443,7.701,1.079,0.994,-3.356
1.1,1.334,1.07,0.596,4.058,7.393,1.246,0.808,-0.011
1.1,1.257,1.176,0.354,4.18,7.487,0.935,1.091,-0.275
1.1,1.29,1.174,0.415,4.264,7.632,1.099,1.03,-0.893
1.1,1.353,1.292,0.296,4.883,8.061,1.047,0.987,-0.352
1.1,1.332,1.169,0.479,4.353,7.669,0.878,1.028,-3.4
1.1,1.357,1.187,0.485,4.198,7.647,0.874,1.056,-2.363
1.1,1.295,1.124,0.496,4.083,7.48,1.151,0.913,-0.175
1.1,1.314,1.225,0.361,4.625,7.824,0.932,1.053,-0.321
1.1,1.32,1.227,0.369,4.576,7.792,0.929,1.036,-0.503
1.1,1.333,1.211,0.418,4.368,7.705,1.101,0.962,-0.598
1.1,1.306,1.206,0.384,4.238,7.608,1.083,0.958,-0.312
1.1,1.372,1.166,0.527,4.167,7.636,0.85,1.206,-0.059
1.1,1.274,1.141,0.445,4.158,7.495,0.896,1.093,0.053
1.1,1.223,1.125,0.392,3.963,7.246,0.92,1.115,-0.137
1.1,1.348,1.174,0.491,4.569,7.844,1.148,0.987,-3.851
1.1,1.374,1.15,0.548,4.364,7.683,0.836,1.028,-7.0
1.1,1.294,1.223,0.327,4.18,7.601,0.945,0.997,-2.854
1.1,1.345,1.201,0.449,4.653,7.887,1.119,0.94,-0.062
1.1,1.335,1.211,0.421,4.595,7.864,0.907,1.07,0.66
1.2,1.301,1.17,0.438,4.198,7.564,0.899,1.069,-0.433
1.2,1.261,1.169,0.375,3.944,7.347,1.079,0.994,-3.493
1.2,1.301,1.198,0.39,4.239,7.587,0.921,1.011,3.859
1.2,1.392,1.152,0.562,4.441,7.786,0.827,1.175,-0.383
1.2,1.234,1.208,0.204,4.213,7.587,1.022,0.995,-0.565
1.2,1.264,1.184,0.35,4.371,7.615,0.937,1.079,0.447
1.2,1.326,1.15,0.498,4.252,7.592,0.867,1.186,0.358
1.2,1.296,1.253,0.258,4.435,7.779,0.966,0.973,0.026
1.2,1.296,1.24,0.291,4.464,7.792,1.045,0.996,-3.727
1.2,1.288,1.219,0.322,4.392,7.687,1.056,0.98,0.547
1.2,1.317,1.139,0.502,4.362,7.62,1.156,0.984,3.78
1.2,1.276,1.08,0.533,3.723,7.139,0.846,1.021,-0.901
1.2,1.291,1.219,0.33,4.42,7.736,0.944,1.085,-0.32
1.2,1.221,1.093,0.445,3.24,6.963,0.895,1.112,-0.319
1.2,1.338,1.184,0.465,4.554,7.806,1.13,0.914,-0.412
1.2,1.355,1.171,0.503,4.494,7.797,1.157,0.979,-3.947
1.2,1.349,1.159,0.512,4.264,7.654,1.164,0.879,-0.055
1.2,1.311,1.189,0.422,4.435,7.757,1.103,0.949,-0.527
1.2,1.266,1.243,0.187,4.49,7.786,1.018,1.039,-2.411
1.2,1.302,1.12,0.509,3.833,7.347,0.861,1.166,-0.233
1.2,1.34,1.238,0.382,4.814,7.965,0.924,1.009,-3.713
1.2,1.269,1.136,0.447,3.994,7.335,0.895,1.069,-0.954
1.2,1.351,1.149,0.526,4.407,7.699,1.175,0.888,0.117
1.2,1.248,1.209,0.246,4.084,7.485,1.032,0.992,-0.452
1.2,1.336,1.155,0.502,4.475,7.735,0.865,1.134,-0.083
1.2,1.35,1.063,0.617,3.767,7.254,1.27,0.876,-0.196
1.2,1.212,1.13,0.362,3.695,7.166,0.932,1.071,0.486
1.2,1.276,1.159,0.419,3.819,7.374,0.908,1.071,0.868
1.2,1.321,1.154,0.487,4.369,7.668,0.874,1.092,-0.107
1.2,1.344,1.202,0.446,4.513,7.773,0.895,1.012,4.07
1.2,1.337,1.219,0.411,4.239,7.636,1.097,1.071,-0.241
1.2,1.29,1.132,0.479,3.823,7.384,1.139,0.998,-3.95
1.2,1.294,1.154,0.453,4.108,7.469,1.121,0.963,-0.588
1.2,1.234,1.149,0.364,4.084,7.358,0.931,1.11,-0.46
1.2,1.31,1.088,0.557,4.122,7.442,0.831,1.167,0.082
1.2,1.301,1.193,0.399,4.389,7.675,1.09,1.03,4.062
1.2,1.368,1.076,0.618,4.104,7.548,1.272,0.86,-0.416
1.2,1.304,1.238,0.315,4.684,7.857,0.949,1.058,0.256
1.2,1.242,1.192,0.281,4.226,7.486,0.96,1.063,-0.235
1.2,1.288,1.156,0.44,4.207,7.497,0.898,1.056,0.825
1.2,1.236,1.197,0.251,4.312,7.546,0.968,1.009,4.014
1.2,1.28,1.252,0.207,4.513,7.757,1.022,1.06,0.415
1.2,1.274,1.228,0.266,4.489,7.722,1.037,0.977,-0.581
1.2,1.305,1.213,0.37,3.997,7.574,1.076,0.921,-0.35
1.2,1.263,1.16,0.395,4.131,7.532,0.919,1.022,0.336
1.2,1.28,1.2,0.35,4.452,7.656,0.937,1.077,-0.23
1.2,1.413,1.11,0.619,3.919,7.451,0.785,1.002,-3.961
1.2,1.276,1.244,0.221,4.58,7.794,1.025,0.99,0.953
1.2,1.348,1.125,0.551,4.335,7.617,0.834,1.025,3.638
1.2,1.388,1.164,0.544,4.351,7.749,0.839,1.044,0.055
1.3,1.251,1.204,0.273,4.126,7.468,1.04,0.96,-0.645
1.3,1.351,1.201,0.458,4.374,7.724,0.889,1.057,0.988
1.3,1.29,1.191,0.383,4.343,7.616,0.924,1.051,0.475
1.3,1.282,1.257,0.197,4.523,7.805,1.02,0.975,-1.051
1.3,1.291,1.228,0.309,4.486,7.765,0.951,1.017,-0.301
1.3,1.295,1.211,0.355,4.231,7.624,0.935,1.016,-0.501
1.3,1.315,1.215,0.383,4.53,7.819,1.082,0.97,-0.037
1.3,1.307,1.209,0.381,4.638,7.833,0.925,1.064,-0.405
1.3,1.327,1.141,0.511,4.314,7.591,0.859,1.117,-0.492
1.3,1.315,1.236,0.342,4.613,7.858,0.94,1.069,0.524
1.3,1.381,1.064,0.638,3.836,7.339,1.298,0.86,0.109
1.3,1.366,1.156,0.533,4.531,7.808,0.846,1.135,-0.417
1.3,1.324,1.098,0.558,3.835,7.291,0.83,1.053,0.441
1.3,1.296,1.227,0.321,4.552,7.822,1.056,0.972,-0.462
1.3,1.292,1.142,0.469,4.253,7.519,1.132,0.932,0.268
1.3,1.297,1.231,0.316,4.474,7.743,0.949,1.032,0.508
1.3,1.332,1.109,0.554,4.139,7.534,1.202,0.947,0.472
1.3,1.283,1.231,0.284,4.584,7.769,0.959,1.026,0.92
1.3,1.328,1.078,0.584,3.882,7.381,0.812,1.137,0.689
1.3,1.283,1.159,0.429,3.98,7.444,1.107,1.02,2.439
1.3,1.301,1.173,0.432,4.528,7.74,1.109,0.844,-0.046
1.3,1.306,1.272,0.227,4.662,7.922,1.027,0.931,0.404
1.3,1.279,1.12,0.484,3.86,7.291,1.143,0.876,-0.361
1.3,1.196,1.115,0.363,3.806,7.199,0.932,0.99,-2.483
1.3,1.297,1.24,0.293,4.536,7.83,1.046,0.983,-1.066
1.3,1.269,1.17,0.387,4.165,7.508,0.922,1.045,0.616
1.3,1.249,1.135,0.417,3.875,7.273,0.909,1.12,0.647
1.3,1.198,1.074,0.443,3.744,7.137,0.897,1.076,0.494
1.3,1.265,1.031,0.58,3.65,7.157,0.815,1.018,3.895
1.3,1.254,1.233,0.183,4.162,7.642,0.983,1.004,-0.262
1.3,1.311,1.139,0.495,4.401,7.649,1.151,0.966,-0.548
1.3,1.318,1.179,0.446,4.267,7.59,1.117,0.964,1.12
1.3,1.259,1.207,0.285,4.054,7.528,1.043,0.934,0.276
1.3,1.262,1.129,0.447,3.832,7.272,1.118,1.016,-2.635
1.3,1.321,1.216,0.391,4.435,7.745,0.92,1.005,3.722
1.3,1.293,1.221,0.328,4.412,7.686,0.945,1.055,0.133
1.3,1.353,1.061,0.621,3.822,7.313,0.784,1.082,0.506
1.3,1.294,1.275,0.169,4.173,7.704,1.015,1.041,-0.152
1.3,1.418,1.124,0.61,4.245,7.668,1.261,0.942,0.251
1.3,1.382,1.075,0.629,4.109,7.515,0.778,1.243,0.271
1.3,1.33,1.21,0.415,4.635,7.829,1.099,0.92,0.193
1.3,1.183,1.103,0.363,3.784,7.124,1.073,0.988,0.076
1.3,1.326,1.239,0.356,4.64,7.861,0.935,1.04,0.211
1.3,1.327,1.124,0.532,4.391,7.662,0.847,1.171,0.364
1.3,1.197,1.093,0.408,3.737,7.127,1.095,0.993,3.652
1.3,1.265,1.126,0.456,3.881,7.281,1.124,0.996,3.806
1.3,1.242,1.161,0.355,3.63,7.194,1.07,0.972,-0.152
1.3,1.325,1.211,0.405,4.661,7.833,0.914,1.079,0.115
1.3,1.366,1.238,0.424,4.489,7.868,0.906,1.012,3.553
1.3,1.29,1.259,0.217,4.835,7.945,0.976,1.01,0.383
1.4,1.309,1.232,0.34,4.643,7.887,0.941,1.01,3.643
1.4,1.299,0.998,0.64,3.542,7.041,0.768,1.263,0.14
1.4,1.303,1.169,0.442,4.435,7.675,1.115,0.985,4.0
1.4,1.319,1.128,0.518,4.382,7.607,1.169,0.884,-0.04
1.4,1.325,1.164,0.478,4.511,7.708,1.138,0.996,3.782
1.4,1.305,1.14,0.487,4.334,7.617,0.873,1.121,-0.161
1.4,1.22,1.196,0.199,3.764,7.305,0.98,1.179,-0.35
1.4,1.388,1.192,0.513,4.313,7.796,1.165,1.065,-2.363
1.4,1.285,1.144,0.455,4.19,7.54,1.123,0.895,0.094
1.4,1.246,1.207,0.247,3.811,7.314,0.969,1.051,-0.574
1.4,1.227,1.171,0.3,4.049,7.382,0.954,1.099,0.261
1.4,1.314,1.253,0.302,4.441,7.799,1.049,0.938,0.715
1.4,1.258,1.22,0.244,3.863,7.4,1.031,0.985,0.724
1.4,1.268,1.242,0.201,4.584,7.828,0.98,1.08,-0.241
1.4,1.281,1.229,0.283,4.223,7.62,1.043,0.982,0.632
1.4,1.315,1.26,0.286,4.734,7.965,0.958,1.043,2.231
1.4,1.354,1.068,0.615,3.49,7.039,0.789,1.099,-0.144
1.4,1.284,1.251,0.224,4.399,7.709,0.974,1.029,0.526
1.4,1.256,1.184,0.334,4.059,7.45,1.061,0.993,3.558
1.4,1.234,1.142,0.378,3.844,7.226,0.926,1.041,-0.619
1.4,1.274,1.097,0.508,4.015,7.362,0.861,1.141,-0.218
1.4,1.35,1.16,0.512,4.416,7.741,0.859,1.117,-0.391
1.4,1.278,1.176,0.391,3.868,7.367,1.086,0.932,-0.133
1.4,1.283,1.216,0.317,4.309,7.616,1.055,0.94,0.292
1.4,1.291,1.065,0.566,3.749,7.287,1.213,0.843,-0.268
1.4,1.346,1.21,0.437,4.557,7.865,1.112,0.879,-0.63
1.4,1.222,1.123,0.394,3.643,7.121,0.919,1.098,-0.469
1.4,1.192,1.123,0.333,3.494,6.994,1.061,0.872,0.248
1.4,1.271,1.242,0.215,4.48,7.745,1.024,1.034,0.102
1.4,1.337,1.235,0.383,4.62,7.89,0.924,1.005,-3.523
1.4,1.32,1.214,0.393,4.235,7.692,0.919,1.006,-3.875
1.4,1.359,0.897,0.751,3.481,6.958,1.514,0.803,0.44
1.4,1.37,0.998,0.685,4.067,7.408,1.373,0.974,3.891
1.4,1.303,1.224,0.343,4.445,7.745,1.064,1.04,0.312
1.4,1.312,1.253,0.297,4.704,7.902,0.955,1.082,-0.118
1.4,1.265,1.222,0.258,4.332,7.664,0.966,0.987,0.892
1.4,1.332,1.204,0.428,4.208,7.648,1.107,0.982,0.083
1.4,1.275,1.226,0.273,4.638,7.787,0.962,0.992,5.455
1.4,1.266,1.18,0.363,3.992,7.423,0.932,1.072,0.215
1.4,1.272,1.179,0.377,4.16,7.477,0.926,1.009,-3.506
1.4,1.316,1.146,0.491,4.271,7.615,1.148,0.995,3.825
1.4,1.325,1.183,0.451,4.33,7.692,0.893,1.117,-0.346
1.4,1.282,1.234,0.269,4.276,7.697,0.963,0.973,0.439
1.4,1.361,1.167,0.515,4.208,7.613,0.857,1.065,-0.298
1.4,1.331,1.231,0.38,4.749,7.92,0.925,1.041,0.104
1.4,1.336,1.244,0.366,4.812,7.97,1.074,1.014,-1.873
1.4,1.212,1.173,0.253,4.084,7.396,0.968,1.011,0.044
1.4,1.287,1.2,0.363,4.454,7.743,0.932,1.124,0.467
1.4,1.375,1.217,0.465,4.503,7.83,1.129,0.963,-0.249
1.4,1.328,1.128,0.528,4.078,7.506,1.177,0.886,-0.021
1.5,1.336,1.169,0.485,4.558,7.787,1.143,0.895,-0.065
1.5,1.313,1.176,0.445,4.487,7.674,0.895,1.014,-3.77
1.5,1.335,1.229,0.392,4.777,7.946,0.92,1.055,0.352
